Trait	Chromosome	Marker	Position	LOD	R2(H0:H1)	TR2(H0:H1)	Additive	S1	Pop	Color	Sig_LOD	Sig
1	1	55	25.49	3.668263	0.079652	0.510733	-1.268571	2.171401	B73	1	3.2209862830112477	TRUE
1	1	56	26.4	3.507727	0.076433	0.507513	-1.243276	2.151526	B73	1	3.2209862830112477	TRUE
1	1	56	27.4	3.606192	0.079937	0.511018	-1.270958	2.21967	B73	1	3.2209862830112477	TRUE
1	1	56	28.4	3.664171	0.081261	0.512342	-1.280706	2.244433	B73	1	3.2209862830112477	TRUE
1	1	56	29.4	3.692238	0.081159	0.512239	-1.278843	2.294861	B73	1	3.2209862830112477	TRUE
1	1	58	30.11	3.696234	0.080414	0.511495	-1.271988	2.34347	B73	1	3.2209862830112477	TRUE
1	1	61	30.44	3.841943	0.083175	0.514255	-1.291578	2.970444	B73	1	3.2209862830112477	TRUE
1	1	61	31.44	3.826543	0.086207	0.517288	-1.307886	2.681329	B73	1	3.2209862830112477	TRUE
1	1	61	32.44	3.637875	0.082357	0.513438	-1.276341	2.835478	B73	1	3.2209862830112477	TRUE
1	3	100	51.38	4.419025	0.103727	0.483917	1.51753	0.277846	B73	1	3.2209862830112477	TRUE
1	3	102	51.84	4.993746	0.115055	0.495245	1.592934	0.462889	B73	1	3.2209862830112477	TRUE
1	3	104	52.29	4.936343	0.116045	0.496236	1.618051	0.723169	B73	1	3.2209862830112477	TRUE
1	3	106	52.76	5.848668	0.132481	0.512671	1.720576	1.702461	B73	1	3.2209862830112477	TRUE
1	3	134	53.39	6.007051	0.135649	0.515839	1.742695	1.676241	B73	1	3.2209862830112477	TRUE
1	3	134	54.39	5.87115	0.133028	0.513219	1.724218	1.665459	B73	1	3.2209862830112477	TRUE
1	3	135	54.55	5.848675	0.13248	0.512671	1.720571	1.702453	B73	1	3.2209862830112477	TRUE
1	3	137	54.6	5.851774	0.132554	0.512745	1.721063	1.696795	B73	1	3.2209862830112477	TRUE
1	3	143	55.17	6.012472	0.135951	0.516142	1.743543	1.667383	B73	1	3.2209862830112477	TRUE
1	3	147	55.55	5.851986	0.133137	0.513327	1.71199	1.338205	B73	1	3.2209862830112477	TRUE
1	3	148	55.6	6.113049	0.137749	0.517939	1.730001	1.261706	B73	1	3.2209862830112477	TRUE
1	3	160	56	6.148718	0.138455	0.518645	1.719649	1.276675	B73	1	3.2209862830112477	TRUE
1	3	162	56.45	6.164277	0.139134	0.519324	1.7233	1.304512	B73	1	3.2209862830112477	TRUE
1	3	165	57.11	6.299733	0.141435	0.521625	1.731931	1.520379	B73	1	3.2209862830112477	TRUE
1	3	166	57.71	6.295478	0.141354	0.521544	1.731266	1.501061	B73	1	3.2209862830112477	TRUE
1	3	169	57.81	6.266254	0.14083	0.521021	1.72779	1.523647	B73	1	3.2209862830112477	TRUE
1	3	169	58.81	6.048765	0.138703	0.518894	1.710627	1.466682	B73	1	3.2209862830112477	TRUE
1	3	170	59.23	5.82616	0.132033	0.512223	1.660693	1.619921	B73	1	3.2209862830112477	TRUE
1	3	170	60.23	5.824819	0.132229	0.51242	1.661814	1.621967	B73	1	3.2209862830112477	TRUE
1	3	170	61.23	5.82551	0.132128	0.512318	1.661237	1.620916	B73	1	3.2209862830112477	TRUE
1	3	176	61.57	6.56714	0.146667	0.526857	1.742144	2.696315	B73	1	3.2209862830112477	TRUE
1	3	180	62.35	6.126702	0.138056	0.518247	1.681449	2.846833	B73	1	3.2209862830112477	TRUE
1	3	181	63.28	5.580568	0.127079	0.50727	1.612741	2.858492	B73	1	3.2209862830112477	TRUE
1	3	182	64.06	5.580619	0.127079	0.50727	1.612742	2.858516	B73	1	3.2209862830112477	TRUE
1	3	185	64.31	5.575212	0.12704	0.507231	1.612406	2.85207	B73	1	3.2209862830112477	TRUE
1	3	186	65.07	4.845039	0.111969	0.492159	1.514744	2.507971	B73	1	3.2209862830112477	TRUE
1	3	186	66.07	5.147441	0.118596	0.498786	1.567077	2.317651	B73	1	3.2209862830112477	TRUE
1	3	187	66.4	5.230622	0.11994	0.500131	1.578041	2.347614	B73	1	3.2209862830112477	TRUE
1	3	187	67.4	5.266504	0.120804	0.500995	1.578438	2.116101	B73	1	3.2209862830112477	TRUE
1	3	188	68.11	5.27817	0.121108	0.501298	1.577742	2.066687	B73	1	3.2209862830112477	TRUE
1	3	189	68.56	4.028627	0.095375	0.475565	1.390185	1.784819	B73	1	3.2209862830112477	TRUE
1	3	189	69.56	3.757314	0.089916	0.470107	1.347273	1.753924	B73	1	3.2209862830112477	TRUE
1	3	192	69.87	3.63559	0.086059	0.46625	1.316626	1.685839	B73	1	3.2209862830112477	TRUE
1	3	192	70.87	3.610601	0.085667	0.465858	1.3114730000000001	1.65551	B73	1	3.2209862830112477	TRUE
1	3	192	71.87	3.587951	0.085067	0.465257	1.304984	1.682483	B73	1	3.2209862830112477	TRUE
1	4	277	131.52	3.251223	0.068395	0.522824	1.169807	3.159318	B73	0	3.2209862830112477	TRUE
1	4	278	131.67	3.273916	0.069103	0.523532	1.175842	3.218252	B73	0	3.2209862830112477	TRUE
1	7	59	36.64	3.652138	0.080789	0.515497	-1.263953	3.151347	B73	1	3.2209862830112477	TRUE
1	7	74	37.43	3.683359	0.07949	0.514198	-1.256394	2.593794	B73	1	3.2209862830112477	TRUE
1	7	74	38.43	3.72013	0.083433	0.518141	-1.285143	2.832934	B73	1	3.2209862830112477	TRUE
1	7	74	39.43	3.6671840000000002	0.083583	0.518291	-1.287017	2.972454	B73	1	3.2209862830112477	TRUE
1	7	74	40.43	3.525869	0.080443	0.515151	-1.265459	3.153427	B73	1	3.2209862830112477	TRUE
1	7	74	41.43	3.259119	0.071053	0.505761	-1.195103	3.202685	B73	1	3.2209862830112477	TRUE
1	7	76	41.46	3.674094	0.07959	0.514298	-1.265869	2.864754	B73	1	3.2209862830112477	TRUE
1	7	76	42.46	3.95816	0.085016	0.519725	-1.306603	3.252901	B73	1	3.2209862830112477	TRUE
1	7	77	42.48	3.947707	0.084773	0.519481	-1.304746	3.250218	B73	1	3.2209862830112477	TRUE
3	3	100	51.38	4.832899	0.122011	0.444969	1.737558	8.02567	B73	1	3.2957283633467975	TRUE
3	3	102	51.84	4.870475	0.122898	0.445856	1.740904	7.949947	B73	1	3.2957283633467975	TRUE
3	3	104	52.29	5.079407	0.127613	0.450571	1.792036	8.972693	B73	1	3.2957283633467975	TRUE
3	3	106	52.76	5.153206	0.129272	0.45223	1.79482	7.709783	B73	1	3.2957283633467975	TRUE
3	3	134	53.39	5.016787	0.126198	0.449156	1.782789	7.872441	B73	1	3.2957283633467975	TRUE
3	3	134	54.39	5.13693	0.128999	0.451957	1.793699	7.770378	B73	1	3.2957283633467975	TRUE
3	3	135	54.55	5.153202	0.129271	0.452228	1.794809	7.709988	B73	1	3.2957283633467975	TRUE
3	3	137	54.6	5.151008	0.12923	0.452188	1.794633	7.718842	B73	1	3.2957283633467975	TRUE
3	3	143	55.17	5.003845	0.12602	0.448978	1.781426	7.850869	B73	1	3.2957283633467975	TRUE
3	3	147	55.55	4.495669	0.116603	0.439561	1.704626	6.398966	B73	1	3.2957283633467975	TRUE
3	3	148	55.6	4.907885	0.123719	0.446677	1.750703	6.799092	B73	1	3.2957283633467975	TRUE
3	3	160	56	5.475215	0.136476	0.459434	1.818749	7.943538	B73	1	3.2957283633467975	TRUE
3	3	162	56.45	5.494518	0.137466	0.460424	1.824638	8.097487	B73	1	3.2957283633467975	TRUE
3	3	165	57.11	5.585418	0.138921	0.461879	1.827459	8.466654	B73	1	3.2957283633467975	TRUE
3	3	166	57.71	5.614662	0.139728	0.462686	1.831638	8.565517	B73	1	3.2957283633467975	TRUE
